  0.00001563  0.00001809  0.00002067  0.00002336  0.00002615  0.00002905  0.00003206  0.00003519  0.00003845  0.00004184  0.00004539  0.00004911  0.00005301  0.00005711  0.00006143  0.00006599  0.00007081  0.00007591  0.00008132  0.00008707  0.00009359  0.00010110  0.00010913  0.00011682  0.00012391  0.00013142  0.00014115  0.00015469  0.00017199  0.00019148  0.00021207  0.00023414  0.00025872  0.00028630  0.00031746  0.00035471  0.00040327  0.00047190  0.00056490  0.00067643  0.00081056  0.00097631  0.00116518  0.00139907  0.00165945  0.00194262  0.00250634  0.00303385  0.00379677  0.00567420  0.01064172  0.01985450  0.01543744  0.00831385  0.00524959  0.00397702  0.00332607  0.00299692  0.00279319  0.00261330  0.00245416  0.00232007  0.00220498  0.00210144  0.00200715  0.00192023  0.00183766  0.00175645  0.00167704  0.00160555  0.00154608  0.00149521  0.00145042  0.00141131  0.00137741  0.00134732  0.00131915  0.00129034  0.00126166  0.00123868  0.00122527  0.00121882  0.00121749  0.00122186  0.00124617  0.00129044  0.00134516  0.00141630  0.00154177  0.00175324  0.00202187  0.00229824  0.00256720  0.00278146  0.00290308  0.00292985  0.00280678  0.00247584  0.00204351  0.00164738  0.00131787  0.00106323  0.00088818  0.00075238  0.00063221  0.00051890  0.00043957  0.00040849  0.00038377  0.00035975  0.00034724  0.00041851  0.00054373  0.00067567  0.00082767  0.00101400  0.00122488  0.00147133  0.00176240  0.00209416  0.00248710  0.00292630  0.00335296  0.00374522  0.00424458  0.00481981  0.00535287  0.00591253  0.00657644  0.00727451  0.00801686  0.00875544  0.00956699  0.01114119  0.01376062  0.01922909  0.03794033  0.07196156  0.07740134  0.06220363  0.04969384  0.04143783  0.03552988  0.03086126  0.02724036  0.02440690  0.02174685  0.01922034  0.01695152  0.01481924  0.01242463  0.00998508  0.00782187  0.00603779  0.00459738  0.00345336  0.00251001  0.00174902  0.00122283  0.00095241  0.00081847  0.00071162  0.00061515  0.00053016  0.00045797  0.00040006  0.00035776  0.00032955  0.00030915  0.00029217  0.00027793  0.00026583  0.00025531  0.00024585  0.00023701  0.00022867  0.00022082  0.00021344  0.00020654  0.00020012  0.00019416  0.00018866  0.00018363  0.00017906  0.00017497  0.00017135  0.00016821  0.00016547  0.00016295  0.00016062  0.00015855  0.00015683  0.00015555  0.00015480  0.00015453  0.00015458  0.00015482  0.00015516  0.00015551  0.00015576
  0.00001734  0.00002008  0.00002294  0.00002592  0.00002902  0.00003223  0.00003558  0.00003905  0.00004267  0.00004644  0.00005037  0.00005450  0.00005883  0.00006338  0.00006817  0.00007323  0.00007858  0.00008425  0.00009024  0.00009663  0.00010386  0.00011220  0.00012111  0.00012965  0.00013751  0.00014584  0.00015664  0.00017167  0.00019087  0.00021249  0.00023534  0.00025984  0.00028711  0.00031772  0.00035230  0.00039363  0.00044753  0.00052369  0.00062690  0.00075067  0.00089952  0.00108346  0.00129306  0.00155262  0.00184157  0.00215583  0.00278141  0.00336682  0.00421347  0.00629695  0.01180966  0.02203350  0.01713162  0.00922625  0.00582570  0.00441348  0.00369109  0.00332582  0.00309974  0.00290010  0.00272349  0.00257469  0.00244697  0.00233206  0.00222743  0.00213097  0.00203934  0.00194921  0.00186109  0.00178176  0.00171576  0.00165931  0.00160960  0.00156620  0.00152858  0.00149518  0.00146393  0.00143195  0.00140012  0.00137463  0.00135975  0.00135259  0.00135111  0.00135596  0.00138294  0.00143206  0.00149279  0.00157174  0.00171099  0.00194566  0.00224377  0.00255048  0.00284896  0.00308673  0.00322170  0.00325141  0.00311482  0.00274757  0.00226778  0.00182818  0.00146251  0.00117992  0.00098566  0.00083496  0.00070160  0.00057585  0.00048781  0.00045333  0.00042589  0.00039923  0.00038535  0.00046445  0.00060341  0.00074983  0.00091851  0.00112530  0.00135932  0.00163282  0.00195585  0.00232403  0.00276009  0.00324751  0.00372101  0.00415633  0.00471052  0.00534890  0.00594048  0.00656159  0.00729838  0.00807307  0.00889692  0.00971658  0.01061720  0.01236420  0.01527120  0.02134006  0.04210568  0.07986132  0.08589620  0.06902971  0.05514695  0.04598493  0.03942865  0.03424773  0.03022951  0.02708512  0.02413317  0.02132943  0.01881165  0.01644538  0.01378801  0.01108077  0.00868019  0.00670034  0.00510188  0.00383232  0.00278545  0.00194095  0.00135703  0.00105693  0.00090829  0.00078972  0.00068266  0.00058834  0.00050823  0.00044397  0.00039702  0.00036572  0.00034308  0.00032423  0.00030843  0.00029500  0.00028333  0.00027283  0.00026303  0.00025377  0.00024505  0.00023686  0.00022921  0.00022208  0.00021546  0.00020937  0.00020378  0.00019871  0.00019417  0.00019015  0.00018667  0.00018363  0.00018083  0.00017824  0.00017595  0.00017404  0.00017262  0.00017179  0.00017148  0.00017155  0.00017181  0.00017219  0.00017257  0.00017286
  0.00001924  0.00002228  0.00002546  0.00002876  0.00003220  0.00003577  0.00003948  0.00004334  0.00004735  0.00005153  0.00005590  0.00006048  0.00006528  0.00007033  0.00007566  0.00008127  0.00008721  0.00009349  0.00010015  0.00010723  0.00011526  0.00012451  0.00013440  0.00014387  0.00015260  0.00016185  0.00017383  0.00019051  0.00021181  0.00023581  0.00026117  0.00028836  0.00031862  0.00035259  0.00039096  0.00043684  0.00049664  0.00058117  0.00069570  0.00083306  0.00099824  0.00120237  0.00143497  0.00172302  0.00204369  0.00239244  0.00308668  0.00373634  0.00467591  0.00698805  0.01310578  0.02445165  0.01901173  0.01023878  0.00646505  0.00489784  0.00409618  0.00369082  0.00343992  0.00321838  0.00302239  0.00285725  0.00271552  0.00258800  0.00247189  0.00236484  0.00226316  0.00216314  0.00206534  0.00197730  0.00190406  0.00184141  0.00178625  0.00173809  0.00169634  0.00165928  0.00162460  0.00158911  0.00155379  0.00152549  0.00150898  0.00150104  0.00149940  0.00150478  0.00153471  0.00158923  0.00165663  0.00174424  0.00189877  0.00215920  0.00249003  0.00283040  0.00316164  0.00342550  0.00357529  0.00360826  0.00345668  0.00304912  0.00251668  0.00202883  0.00162302  0.00130942  0.00109384  0.00092660  0.00077860  0.00063906  0.00054135  0.00050308  0.00047263  0.00044305  0.00042764  0.00051543  0.00066964  0.00083213  0.00101933  0.00124882  0.00150853  0.00181205  0.00217053  0.00257913  0.00306307  0.00360399  0.00412948  0.00461260  0.00522763  0.00593610  0.00659264  0.00728193  0.00809961  0.00895936  0.00987364  0.01078328  0.01178277  0.01372155  0.01694770  0.02368294  0.04672873  0.08862889  0.09532348  0.07660475  0.06119829  0.05103085  0.04375513  0.03800570  0.03354656  0.03005714  0.02678127  0.02366988  0.02087583  0.01824991  0.01530095  0.01229666  0.00963267  0.00743558  0.00566172  0.00425286  0.00309111  0.00215395  0.00150594  0.00117291  0.00100797  0.00087638  0.00075758  0.00065290  0.00056400  0.00049269  0.00044059  0.00040586  0.00038073  0.00035981  0.00034228  0.00032738  0.00031442  0.00030277  0.00029189  0.00028162  0.00027195  0.00026286  0.00025437  0.00024645  0.00023911  0.00023234  0.00022615  0.00022052  0.00021548  0.00021102  0.00020715  0.00020378  0.00020068  0.00019781  0.00019526  0.00019314  0.00019157  0.00019064  0.00019031  0.00019037  0.00019067  0.00019109  0.00019151  0.00019183
  0.00002135  0.00002473  0.00002825  0.00003192  0.00003573  0.00003970  0.00004381  0.00004809  0.00005254  0.00005719  0.00006204  0.00006712  0.00007245  0.00007805  0.00008396  0.00009019  0.00009678  0.00010375  0.00011114  0.00011900  0.00012791  0.00013817  0.00014915  0.00015966  0.00016935  0.00017961  0.00019291  0.00021141  0.00023506  0.00026169  0.00028983  0.00032001  0.00035359  0.00039129  0.00043387  0.00048478  0.00055115  0.00064495  0.00077206  0.00092449  0.00110780  0.00133433  0.00159246  0.00191213  0.00226799  0.00265501  0.00342546  0.00414642  0.00518910  0.00775501  0.01454418  0.02713521  0.02109816  0.01136243  0.00717455  0.00543536  0.00454572  0.00409588  0.00381744  0.00357158  0.00335409  0.00317083  0.00301354  0.00287203  0.00274318  0.00262438  0.00251154  0.00240054  0.00229201  0.00219431  0.00211303  0.00204351  0.00198229  0.00192884  0.00188252  0.00184138  0.00180290  0.00176352  0.00172432  0.00169292  0.00167459  0.00166578  0.00166396  0.00166993  0.00170315  0.00176366  0.00183845  0.00193567  0.00210717  0.00239618  0.00276332  0.00314104  0.00350864  0.00380146  0.00396769  0.00400427  0.00383606  0.00338377  0.00279289  0.00225150  0.00180115  0.00145313  0.00121390  0.00102829  0.00086406  0.00070920  0.00060077  0.00055830  0.00052451  0.00049168  0.00047458  0.00057200  0.00074314  0.00092347  0.00113121  0.00138590  0.00167412  0.00201096  0.00240880  0.00286226  0.00339933  0.00399963  0.00458282  0.00511898  0.00580155  0.00658782  0.00731645  0.00808142  0.00898887  0.00994301  0.01095767  0.01196718  0.01307639  0.01522801  0.01880840  0.02628328  0.05185993  0.09835980  0.10578555  0.08501086  0.06791345  0.05663027  0.04855617  0.04217588  0.03722747  0.03335516  0.02971984  0.02626706  0.02316643  0.02025238  0.01697984  0.01364591  0.01068963  0.00825148  0.00628298  0.00471953  0.00343031  0.00239031  0.00167120  0.00130162  0.00111858  0.00097256  0.00084072  0.00072455  0.00062590  0.00054676  0.00048895  0.00045040  0.00042251  0.00039930  0.00037984  0.00036330  0.00034893  0.00033600  0.00032393  0.00031253  0.00030179  0.00029171  0.00028228  0.00027350  0.00026535  0.00025784  0.00025097  0.00024473  0.00023913  0.00023418  0.00022989  0.00022615  0.00022271  0.00021952  0.00021669  0.00021434  0.00021259  0.00021156  0.00021119  0.00021127  0.00021160  0.00021206  0.00021253  0.00021288
  0.00002370  0.00002744  0.00003135  0.00003542  0.00003966  0.00004405  0.00004862  0.00005337  0.00005831  0.00006346  0.00006885  0.00007448  0.00008040  0.00008662  0.00009317  0.00010009  0.00010740  0.00011514  0.00012334  0.00013206  0.00014195  0.00015334  0.00016552  0.00017719  0.00018793  0.00019932  0.00021408  0.00023462  0.00026086  0.00029041  0.00032164  0.00035513  0.00039240  0.00043423  0.00048149  0.00053798  0.00061164  0.00071574  0.00085679  0.00102595  0.00122938  0.00148078  0.00176724  0.00212199  0.00251691  0.00294642  0.00380142  0.00460151  0.00575864  0.00860615  0.01614046  0.03011332  0.02341355  0.01260939  0.00796192  0.00603187  0.00504460  0.00454539  0.00423640  0.00396356  0.00372219  0.00351882  0.00334427  0.00318723  0.00304424  0.00291240  0.00278717  0.00266400  0.00254355  0.00243514  0.00234494  0.00226778  0.00219984  0.00214053  0.00208913  0.00204348  0.00200077  0.00195707  0.00191356  0.00187872  0.00185838  0.00184860  0.00184658  0.00185321  0.00189008  0.00195722  0.00204023  0.00214812  0.00233844  0.00265917  0.00306661  0.00348579  0.00389373  0.00421870  0.00440316  0.00444376  0.00425709  0.00375515  0.00309942  0.00249862  0.00199884  0.00161262  0.00134713  0.00114116  0.00095889  0.00078704  0.00066671  0.00061958  0.00058208  0.00054565  0.00052667  0.00063479  0.00082471  0.00102483  0.00125539  0.00153803  0.00185789  0.00223171  0.00267323  0.00317648  0.00377252  0.00443874  0.00508596  0.00568101  0.00643853  0.00731115  0.00811980  0.00896877  0.00997586  0.01103476  0.01216084  0.01328118  0.01451218  0.01690002  0.02087358  0.02916944  0.05755532  0.10916019  0.11739604  0.09433915  0.07536516  0.06284383  0.05388378  0.04680343  0.04131208  0.03701490  0.03298070  0.02914908  0.02570825  0.02247448  0.01884287  0.01514315  0.01186252  0.00915686  0.00697239  0.00523740  0.00380672  0.00265260  0.00185459  0.00144446  0.00124133  0.00107928  0.00093298  0.00080406  0.00069459  0.00060676  0.00054261  0.00049982  0.00046888  0.00044312  0.00042153  0.00040318  0.00038722  0.00037288  0.00035948  0.00034683  0.00033491  0.00032372  0.00031326  0.00030352  0.00029448  0.00028614  0.00027851  0.00027159  0.00026537  0.00025988  0.00025512  0.00025097  0.00024715  0.00024361  0.00024047  0.00023787  0.00023593  0.00023478  0.00023437  0.00023446  0.00023482  0.00023534  0.00023586  0.00023625
  0.00002630  0.00003045  0.00003479  0.00003931  0.00004401  0.00004889  0.00005396  0.00005923  0.00006471  0.00007043  0.00007640  0.00008266  0.00008922  0.00009613  0.00010340  0.00011107  0.00011919  0.00012777  0.00013687  0.00014655  0.00015752  0.00017017  0.00018368  0.00019663  0.00020856  0.00022120  0.00023758  0.00026037  0.00028949  0.00032228  0.00035694  0.00039410  0.00043546  0.00048189  0.00053433  0.00059703  0.00067876  0.00079429  0.00095083  0.00113855  0.00136431  0.00164330  0.00196121  0.00235490  0.00279316  0.00326981  0.00421866  0.00510657  0.00639069  0.00955073  0.01791198  0.03341831  0.02598304  0.01399318  0.00883570  0.00669384  0.00559822  0.00504423  0.00470133  0.00439855  0.00413070  0.00390500  0.00371130  0.00353703  0.00337834  0.00323203  0.00309307  0.00295637  0.00282271  0.00270239  0.00260229  0.00251667  0.00244128  0.00237546  0.00231841  0.00226775  0.00222036  0.00217186  0.00212358  0.00208491  0.00206235  0.00205149  0.00204925  0.00205661  0.00209753  0.00217204  0.00226416  0.00238389  0.00259510  0.00295104  0.00340320  0.00386839  0.00432111  0.00468174  0.00488645  0.00493150  0.00472434  0.00416731  0.00343961  0.00277286  0.00221823  0.00178962  0.00149499  0.00126641  0.00106414  0.00087343  0.00073989  0.00068758  0.00064597  0.00060554  0.00058449  0.00070447  0.00091524  0.00113733  0.00139320  0.00170687  0.00206185  0.00247672  0.00296672  0.00352522  0.00418671  0.00492609  0.00564439  0.00630480  0.00714553  0.00811399  0.00901146  0.00995367  0.01107135  0.01224654  0.01349627  0.01473964  0.01610579  0.01875581  0.02316578  0.03237297  0.06387722  0.12114800  0.13028107  0.10469070  0.08363410  0.06973881  0.05979562  0.05193843  0.04584462  0.04107597  0.03659915  0.03234714  0.02852881  0.02494025  0.02091020  0.01680459  0.01316404  0.01016154  0.00773741  0.00581206  0.00422441  0.00294367  0.00205809  0.00160297  0.00137755  0.00119772  0.00103536  0.00089230  0.00077081  0.00067335  0.00060215  0.00055468  0.00052034  0.00049175  0.00046779  0.00044742  0.00042972  0.00041380  0.00039893  0.00038489  0.00037167  0.00035925  0.00034764  0.00033683  0.00032680  0.00031755  0.00030908  0.00030139  0.00029450  0.00028841  0.00028312  0.00027852  0.00027428  0.00027035  0.00026686  0.00026397  0.00026182  0.00026055  0.00026010  0.00026019  0.00026060  0.00026117  0.00026175  0.00026218
  0.00002919  0.00003380  0.00003861  0.00004363  0.00004884  0.00005425  0.00005988  0.00006573  0.00007181  0.00007816  0.00008479  0.00009173  0.00009901  0.00010668  0.00011475  0.00012326  0.00013227  0.00014180  0.00015189  0.00016264  0.00017481  0.00018884  0.00020384  0.00021821  0.00023145  0.00024547  0.00026365  0.00028894  0.00032126  0.00035765  0.00039611  0.00043735  0.00048326  0.00053477  0.00059298  0.00066255  0.00075326  0.00088147  0.00105518  0.00126351  0.00151405  0.00182366  0.00217646  0.00261337  0.00309974  0.00362871  0.00468170  0.00566707  0.00709214  0.01059901  0.01987798  0.03708608  0.02883451  0.01552884  0.00980538  0.00742846  0.00621261  0.00559782  0.00521729  0.00488128  0.00458404  0.00433358  0.00411862  0.00392522  0.00374911  0.00358675  0.00343253  0.00328084  0.00313251  0.00299899  0.00288790  0.00279289  0.00270922  0.00263617  0.00257287  0.00251665  0.00246405  0.00241023  0.00235666  0.00231374  0.00228870  0.00227666  0.00227417  0.00228234  0.00232775  0.00241044  0.00251267  0.00264555  0.00287994  0.00327495  0.00377674  0.00429299  0.00479540  0.00519561  0.00542279  0.00547279  0.00524288  0.00462471  0.00381714  0.00307721  0.00246171  0.00198606  0.00165909  0.00140542  0.00118095  0.00096930  0.00082111  0.00076306  0.00071688  0.00067201  0.00064865  0.00078180  0.00101571  0.00126219  0.00154615  0.00189426  0.00228822  0.00274864  0.00329245  0.00391229  0.00464642  0.00546701  0.00626421  0.00699717  0.00793026  0.00900512  0.01000117  0.01104687  0.01228731  0.01359157  0.01497856  0.01635848  0.01787464  0.02081567  0.02571006  0.03592892  0.07089490  0.13445430  0.14458063  0.11617762  0.09280976  0.07738978  0.06635564  0.05763644  0.05087411  0.04558230  0.04061431  0.03589584  0.03165862  0.02767637  0.02320419  0.01864818  0.01460827  0.01127639  0.00858632  0.00644976  0.00468792  0.00326666  0.00228392  0.00177886  0.00152872  0.00132915  0.00114898  0.00099022  0.00085540  0.00074724  0.00066823  0.00061555  0.00057744  0.00054572  0.00051913  0.00049653  0.00047688  0.00045921  0.00044271  0.00042713  0.00041246  0.00039868  0.00038580  0.00037380  0.00036266  0.00035240  0.00034300  0.00033447  0.00032682  0.00032006  0.00031420  0.00030909  0.00030438  0.00030002  0.00029616  0.00029295  0.00029056  0.00028915  0.00028865  0.00028875  0.00028920  0.00028984  0.00029048  0.00029096
  0.00003239  0.00003751  0.00004285  0.00004841  0.00005420  0.00006021  0.00006645  0.00007294  0.00007969  0.00008674  0.00009409  0.00010180  0.00010988  0.00011838  0.00012734  0.00013679  0.00014678  0.00015736  0.00016856  0.00018049  0.00019400  0.00020957  0.00022621  0.00024216  0.00025685  0.00027241  0.00029258  0.00032065  0.00035652  0.00039691  0.00043959  0.00048535  0.00053629  0.00059347  0.00065806  0.00073527  0.00083593  0.00097821  0.00117099  0.00140219  0.00168023  0.00202383  0.00241535  0.00290021  0.00343997  0.00402701  0.00519559  0.00628912  0.00787060  0.01176238  0.02205982  0.04115647  0.03199888  0.01723301  0.01088146  0.00824370  0.00689443  0.00621217  0.00578989  0.00541700  0.00508714  0.00480919  0.00457064  0.00435601  0.00416058  0.00398040  0.00380926  0.00364092  0.00347631  0.00332814  0.00320486  0.00309942  0.00300657  0.00292551  0.00285525  0.00279287  0.00273449  0.00267477  0.00261532  0.00256770  0.00253990  0.00252654  0.00252378  0.00253285  0.00258324  0.00267501  0.00278846  0.00293593  0.00319605  0.00363442  0.00419129  0.00476421  0.00532176  0.00576590  0.00601802  0.00607350  0.00581835  0.00513233  0.00423612  0.00341497  0.00273191  0.00220406  0.00184120  0.00155969  0.00131058  0.00107570  0.00091124  0.00084682  0.00079557  0.00074579  0.00071986  0.00086763  0.00112723  0.00140076  0.00171590  0.00210224  0.00253946  0.00305045  0.00365399  0.00434191  0.00515668  0.00606740  0.00695218  0.00776568  0.00880131  0.00999427  0.01109978  0.01226037  0.01363706  0.01508460  0.01662394  0.01815543  0.01983810  0.02310214  0.02853427  0.03987627  0.07868547  0.14922485  0.16045011  0.12892425  0.10299135  0.08587945  0.07363474  0.06395903  0.05645491  0.05058259  0.04506959  0.03983352  0.03513151  0.03071240  0.02574964  0.02069387  0.01621082  0.01251347  0.00952832  0.00715737  0.00520226  0.00362508  0.00253452  0.00197405  0.00169646  0.00147500  0.00127506  0.00109888  0.00094927  0.00082924  0.00074157  0.00068310  0.00064081  0.00060561  0.00057610  0.00055102  0.00052922  0.00050961  0.00049130  0.00047401  0.00045773  0.00044243  0.00042814  0.00041482  0.00040247  0.00039108  0.00038065  0.00037119  0.00036270  0.00035519  0.00034868  0.00034301  0.00033779  0.00033295  0.00032866  0.00032510  0.00032246  0.00032089  0.00032033  0.00032044  0.00032095  0.00032165  0.00032236  0.00032290
  0.00003594  0.00004162  0.00004755  0.00005373  0.00006015  0.00006681  0.00007374  0.00008094  0.00008844  0.00009625  0.00010442  0.00011297  0.00012194  0.00013137  0.00014131  0.00015180  0.00016289  0.00017463  0.00018706  0.00020030  0.00021529  0.00023257  0.00025104  0.00026874  0.00028504  0.00030231  0.00032470  0.00035584  0.00039564  0.00044047  0.00048783  0.00053862  0.00059515  0.00065860  0.00073028  0.00081597  0.00092768  0.00108558  0.00129952  0.00155609  0.00186465  0.00224597  0.00268047  0.00321856  0.00381757  0.00446905  0.00576590  0.00697947  0.00873454  0.01305349  0.02448123  0.04567369  0.03551051  0.01912419  0.01207564  0.00914842  0.00765108  0.00689395  0.00642532  0.00601152  0.00564545  0.00533700  0.00507228  0.00483410  0.00461722  0.00441727  0.00422734  0.00404052  0.00385785  0.00369342  0.00355661  0.00343960  0.00333656  0.00324660  0.00316864  0.00309941  0.00303463  0.00296835  0.00290238  0.00284953  0.00281869  0.00280386  0.00280080  0.00281086  0.00286679  0.00296864  0.00309454  0.00325820  0.00354688  0.00403337  0.00465137  0.00528718  0.00590593  0.00639882  0.00667861  0.00674018  0.00645702  0.00569569  0.00470110  0.00378983  0.00303179  0.00244600  0.00204331  0.00173090  0.00145445  0.00119379  0.00101128  0.00093979  0.00088291  0.00082766  0.00079889  0.00096289  0.00125099  0.00155456  0.00190431  0.00233307  0.00281832  0.00338543  0.00405527  0.00481877  0.00572305  0.00673383  0.00771584  0.00861876  0.00976822  0.01109231  0.01231933  0.01360745  0.01513541  0.01674199  0.01845046  0.02015020  0.02201770  0.02564028  0.03166940  0.04425840  0.08733472  0.16562175  0.17806199  0.14306849  0.11428888  0.09529953  0.08171153  0.07097448  0.06264729  0.05613083  0.05001310  0.04420271  0.03898497  0.03408114  0.02857403  0.02296375  0.01798901  0.01388614  0.01057358  0.00794257  0.00577300  0.00402280  0.00281261  0.00219065  0.00188261  0.00163685  0.00141497  0.00121947  0.00105344  0.00092024  0.00082295  0.00075806  0.00071113  0.00067207  0.00063932  0.00061149  0.00058730  0.00056554  0.00054522  0.00052604  0.00050797  0.00049099  0.00047513  0.00046035  0.00044664  0.00043400  0.00042243  0.00041193  0.00040251  0.00039418  0.00038695  0.00038066  0.00037487  0.00036950  0.00036474  0.00036079  0.00035785  0.00035612  0.00035549  0.00035562  0.00035618  0.00035696  0.00035775  0.00035834
  0.00003989  0.00004619  0.00005277  0.00005962  0.00006675  0.00007415  0.00008184  0.00008983  0.00009815  0.00010682  0.00011588  0.00012537  0.00013532  0.00014579  0.00015682  0.00016846  0.00018077  0.00019379  0.00020759  0.00022228  0.00023892  0.00025809  0.00027859  0.00029823  0.00031632  0.00033549  0.00036033  0.00039490  0.00043907  0.00048881  0.00054138  0.00059774  0.00066047  0.00073089  0.00081044  0.00090553  0.00102950  0.00120473  0.00144216  0.00172689  0.00206932  0.00249250  0.00297470  0.00357186  0.00423663  0.00495963  0.00639885  0.00774565  0.00969336  0.01448637  0.02716854  0.05068683  0.03940747  0.02122289  0.01340086  0.01015242  0.00849077  0.00765056  0.00713050  0.00667129  0.00626505  0.00592275  0.00562898  0.00536466  0.00512398  0.00490208  0.00469132  0.00448399  0.00428127  0.00409879  0.00394698  0.00381712  0.00370278  0.00360295  0.00351643  0.00343960  0.00336772  0.00329417  0.00322095  0.00316230  0.00312808  0.00311163  0.00310824  0.00311940  0.00318147  0.00329450  0.00343423  0.00361586  0.00393623  0.00447613  0.00516197  0.00586758  0.00655426  0.00710125  0.00741174  0.00748007  0.00716582  0.00632092  0.00521715  0.00420585  0.00336461  0.00271451  0.00226763  0.00192092  0.00161412  0.00132484  0.00112230  0.00104297  0.00097985  0.00091854  0.00088661  0.00106861  0.00138835  0.00172527  0.00211343  0.00258929  0.00312784  0.00375726  0.00450070  0.00534810  0.00635174  0.00747361  0.00856357  0.00956576  0.01084161  0.01231130  0.01367323  0.01510295  0.01679883  0.01858199  0.02047821  0.02236473  0.02443739  0.02845798  0.03514991  0.04912360  0.09693826  0.18382542  0.19760774  0.15876322  0.12682425  0.10575161  0.09067310  0.07875844  0.06951803  0.06228687  0.05549814  0.04905053  0.04326057  0.03781892  0.03170782  0.02548230  0.01996203  0.01540923  0.01173339  0.00881384  0.00640630  0.00446413  0.00312118  0.00243100  0.00208917  0.00181646  0.00157024  0.00135328  0.00116904  0.00102123  0.00091325  0.00084126  0.00078918  0.00074583  0.00070949  0.00067860  0.00065176  0.00062761  0.00060506  0.00058377  0.00056372  0.00054489  0.00052728  0.00051088  0.00049567  0.00048164  0.00046880  0.00045714  0.00044669  0.00043745  0.00042943  0.00042245  0.00041602  0.00041006  0.00040478  0.00040039  0.00039714  0.00039521  0.00039452  0.00039466  0.00039528  0.00039615  0.00039703  0.00039768
