0.01 0.047168742
0.010954774 0.053032421
0.011909548 0.059296587
0.012864322 0.065585428
0.013819095 0.071662959
0.014773869 0.077546665
0.015728643 0.083283216
0.016683417 0.088919347
0.017638191 0.094501607
0.018592965 0.10007672
0.019547739 0.10569132
0.020502513 0.11139203
0.021457286 0.11722567
0.02241206 0.12324066
0.023366834 0.12948526
0.024321608 0.13600587
0.025276382 0.14284809
0.026231156 0.15005858
0.02718593 0.15768407
0.028140704 0.1657711
0.029095477 0.17436654
0.030050251 0.18351675
0.031005025 0.19334191
0.031959799 0.20543384
0.032914573 0.22042848
0.033869347 0.23658212
0.034824121 0.25219699
0.035778894 0.26804917
0.036733668 0.28678987
0.037688442 0.31162584
0.038643216 0.34556287
0.03959799 0.38683239
0.040552764 0.43315229
0.041507538 0.4859631
0.042462312 0.54852425
0.043417085 0.62342236
0.044371859 0.71268252
0.045326633 0.8246855
0.046281407 0.97214149
0.047236181 1.1905888
0.048190955 1.521499
0.049145729 1.9496822
0.050100503 2.5008911
0.051055276 3.2898368
0.05201005 4.2419333
0.052964824 5.3945086
0.053919598 6.725569
0.054874372 8.0313559
0.055829146 9.5150778
0.05678392 10.505164
0.057738693 9.0340469
0.058693467 5.2368198
0.059648241 2.6266073
0.060603015 1.5874175
0.061557789 1.189565
0.062512563 1.006026
0.063467337 0.91294545
0.064422111 0.87348155
0.065376884 0.87432819
0.066331658 0.8577904
0.067286432 0.83592698
0.068241206 0.81895743
0.06919598 0.80149146
0.070150754 0.78119653
0.071105528 0.75879787
0.072060302 0.73624035
0.073015075 0.7139349
0.073969849 0.69145732
0.074924623 0.66812708
0.075879397 0.64317719
0.076834171 0.61992512
0.077788945 0.60193482
0.078743719 0.58795491
0.079698492 0.57605183
0.080653266 0.56533598
0.08160804 0.55542296
0.082562814 0.5464297
0.083517588 0.53832578
0.084472362 0.53013502
0.085427136 0.52197608
0.08638191 0.51673589
0.087336683 0.51669955
0.088291457 0.52070815
0.089246231 0.5275139
0.090201005 0.53714201
0.091155779 0.55801402
0.092110553 0.58900593
0.093065327 0.62453975
0.094020101 0.67032622
0.094974874 0.75998252
0.095929648 0.88647392
0.096884422 1.0158211
0.097839196 1.1135426
0.09879397 1.1869914
0.099748744 1.1892895
0.10070352 1.1442687
0.10165829 1.0730323
0.10261307 0.91605511
0.10356784 0.74544552
0.10452261 0.60413873
0.10547739 0.49439221
0.10643216 0.40526509
0.10738693 0.34851643
0.10834171 0.30651263
0.10929648 0.26796164
0.11025126 0.22538122
0.11120603 0.19423978
0.1121608 0.1886002
0.11311558 0.18792228
0.11407035 0.18756411
0.11502513 0.19228788
0.1159799 0.2486089
0.11693467 0.34804961
0.11788945 0.46593157
0.11884422 0.61908016
0.11979899 0.82734226
0.12075377 1.0886419
0.12170854 1.4409868
0.12266332 1.9229383
0.12361809 2.4970438
0.12457286 3.1507426
0.12552764 3.9463791
0.12648241 4.8478486
0.12743719 5.8404212
0.12839196 7.1094394
0.12934673 8.3524657
0.13030151 9.1533708
0.13125628 9.6336172
0.13221106 9.9938469
0.13316583 10.151232
0.1341206 9.7059282
0.13507538 8.4916441
0.13603015 6.2957498
0.13698492 3.8881811
0.1379397 2.2101882
0.13889447 1.3866353
0.13984925 1.1238627
0.14080402 1.0509189
0.14175879 1.0237699
0.14271357 1.0055832
0.14366834 0.98019458
0.14462312 0.9361367
0.14557789 0.88932414
0.14653266 0.84571082
0.14748744 0.7950629
0.14844221 0.73284744
0.14939698 0.67390559
0.15035176 0.61540066
0.15130653 0.54884893
0.15226131 0.46556405
0.15321608 0.38713277
0.15417085 0.31828523
0.15512563 0.25876578
0.1560804 0.20811017
0.15703518 0.16401982
0.15798995 0.12299057
0.15894472 0.088498809
0.1598995 0.066798001
0.16085427 0.059421038
0.16180905 0.053770604
0.16276382 0.048026823
0.16371859 0.042505834
0.16467337 0.037471575
0.16562814 0.033189466
0.16658291 0.029923401
0.16753769 0.027884225
0.16849246 0.026565303
0.16944724 0.025475821
0.17040201 0.024570989
0.17135678 0.02380759
0.17231156 0.023142844
0.17326633 0.022532483
0.17422111 0.021940076
0.17517588 0.021366403
0.17613065 0.020814412
0.17708543 0.020285961
0.1780402 0.019782891
0.17899497 0.019307057
0.17994975 0.018860297
0.18090452 0.018444469
0.1818593 0.018061418
0.18281407 0.017712992
0.18376884 0.01740125
0.18472362 0.017128371
0.18567839 0.016895909
0.18663317 0.016694106
0.18758794 0.016497512
0.18854271 0.016313517
0.18949749 0.016153333
0.19045226 0.016028275
0.19140704 0.015949555
0.19236181 0.015926911
0.19331658 0.015945815
0.19427136 0.015985854
0.19522613 0.016036984
0.1961809 0.016088909
0.19713568 0.016131323
0.19809045 0.016154162
0.19904523 0.016149831
0.2 0.016120702

